"Timestamp","Rank the bachelors [Alex]","Rank the bachelors [Elliott]","Rank the bachelors [Harvey]","Rank the bachelors [Sam]","Rank the bachelors [Sebastian]","Rank the bachelors [Shane]","Rank the bachelorettes [Abigail]","Rank the bachelorettes [Emily]","Rank the bachelorettes [Haley]","Rank the bachelorettes [Leah]","Rank the bachelorettes [Maru]","Rank the bachelorettes [Penny]","#1 Overall","#2 Overall","#3 Overall","How do you identify as?","What is your sexual orientation?","How old are you?",""
"2018/07/21 7:28:09 pm CET","#6","#4","#5","#1","#3","#2","#3","#6","#4","#1","#5","#2","","","","Male","Heterosexual","15-18",""
"2018/07/21 7:28:22 pm CET","#3","#4","#6","#1","#5","#2","#2","#6","#3","#1","#5","#4","","","","Female","Bisexual","19-29",""
"2018/07/21 7:28:47 pm CET","#5","#6","#4","#3","#2","#1","#5","#1","#6","#4","#2","#3","","","","StrogonoffSexual","Heterosexual","14 or under",""
"2018/07/21 7:29:08 pm CET","#3","#5","#6","#1","#4","#2","#4","#3","#6","#2","#5","#1","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:29:26 pm CET","#4","#5","#6","#1","#3","#2","#4","#2","#3","#5","#6","#1","","","","Male","Heterosexual","15-18",""
"2018/07/21 7:30:13 pm CET","#5","#3","#1","#6","#4","#2","#4","#5","#6","#2","#1","#3","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:30:47 pm CET","#6","#4","#2","#5","#1","#3","#2","#3","#4","#1","#6","#5","","","","Non-binary","Bisexual","19-29",""
"2018/07/21 7:30:48 pm CET","#2","#5","#6","#4","#3","#1","#1","#5","#3","#4","#6","#2","","","","Male","Homosexual","19-29",""
"2018/07/21 7:30:54 pm CET","#1","#3","#2","#5","#6","#4","#6","#5","#1","#4","#2","#3","","","","Female","Bisexual","15-18",""
"2018/07/21 7:31:54 pm CET","#2","#4","#1","#5","#3","#6","#6","#3","#4","#2","#5","#1","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:32:32 pm CET","#6","#4","#3","#5","#2","#1","#3","#6","#2","#1","#5","#4","","","","Male","Heterosexual","15-18",""
"2018/07/21 7:32:39 pm CET","#5","#1","#2","#6","#4","#3","#2","#3","#6","#1","#4","#5","","","","Female","Heterosexual","30-39",""
"2018/07/21 7:33:52 pm CET","#4","#5","#6","#3","#1","#2","#1","#4","#5","#3","#6","#2","","","","Male","Homosexual","19-29",""
"2018/07/21 7:34:55 pm CET","#6","#3","#1","#5","#4","#2","#3","#4","#5","#1","#6","#2","","","","Female","Bisexual","15-18",""
"2018/07/21 7:34:57 pm CET","#6","#5","#4","#3","#1","#2","#1","#6","#4","#3","#5","#2","","","","Female","Bisexual","19-29",""
"2018/07/21 7:35:10 pm CET","#6","#5","#2","#3","#4","#1","#6","#4","#1","#2","#5","#3","","","","Male","Heterosexual","15-18",""
"2018/07/21 7:35:49 pm CET","#5","#3","#6","#4","#2","#1","#1","#3","#6","#2","#4","#5","","","","Female","Bisexual","15-18",""
"2018/07/21 7:35:54 pm CET","#6","#2","#1","#3","#4","#5","#2","#5","#4","#1","#6","#3","","","","Male","Bisexual","19-29",""
"2018/07/21 7:35:57 pm CET","#1","#2","#3","#5","#4","#6","#1","#2","#3","#4","#5","#6","","","","Male","Homosexual","14 or under",""
"2018/07/21 7:36:37 pm CET","#1","#2","#3","#4","#5","#6","#1","#2","#3","#4","#5","#6","","","","Non-binary","toucansexual","50 or over",""
"2018/07/21 7:36:43 pm CET","#4","#1","#3","#5","#2","#6","#4","#5","#1","#2","#6","#3","","","","Male","Asexual","15-18",""
"2018/07/21 7:37:50 pm CET","#1","#2","#3","#6","#5","#4","#4","#5","#6","#2","#3","#1","","","","Female","Bisexual","19-29",""
"2018/07/21 7:38:22 pm CET","#6","#4","#2","#5","#3","#1","#2","#4","#6","#3","#5","#1","","","","Male","Heterosexual","15-18",""
"2018/07/21 7:39:14 pm CET","#6","#3","#5","#4","#2","#1","#1","#6","#3","#5","#4","#2","","","","Female","Bisexual","19-29",""
"2018/07/21 7:40:09 pm CET","#4","#1","#2","#6","#5","#3","#1","#6","#3","#5","#2","#4","","","","Male","Bisexual","19-29",""
"2018/07/21 7:41:21 pm CET","#5","#2","#1","#3","#4","#6","#4","#2","#6","#1","#3","#5","","","","Female","Heterosexual","30-39",""
"2018/07/21 7:41:46 pm CET","#5","#4","#2","#6","#1","#3","#3","#2","#6","#5","#4","#1","","","","Female","Heterosexual","30-39",""
"2018/07/21 7:41:47 pm CET","#3","#5","#1","#2","#4","#6","#6","#4","#5","#2","#3","#1","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:42:47 pm CET","#3","#4","#6","#2","#1","#5","#1","#4","#5","#2","#6","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:42:49 pm CET","#6","#4","#5","#2","#1","#3","#2","#3","#6","#1","#4","#5","","","","Female","questioning","19-29",""
"2018/07/21 7:42:49 pm CET","#3","#5","#6","#1","#4","#2","#2","#1","#6","#3","#4","#5","","","","Female","Heterosexual","15-18",""
"2018/07/21 7:42:53 pm CET","#1","#3","#2","#4","#5","#6","#1","#2","#6","#3","#5","#4","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:42:53 pm CET","#6","#2","#3","#5","#1","#4","#1","#5","#6","#4","#3","#2","","","","Female","Heterosexual","30-39",""
"2018/07/21 7:43:25 pm CET","#2","#4","#6","#3","#1","#5","#4","#5","#2","#1","#6","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:43:36 pm CET","#4","#2","#1","#3","#5","#6","#4","#6","#3","#2","#5","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:44:39 pm CET","#4","#3","#2","#5","#1","#6","#2","#3","#4","#5","#1","#6","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:45:57 pm CET","#6","#5","#4","#3","#2","#1","#4","#1","#5","#2","#6","#3","","","","Female","Homosexual","19-29",""
"2018/07/21 7:45:58 pm CET","#1","#4","#3","#5","#6","#2","#2","#4","#6","#3","#5","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:46:20 pm CET","#4","#6","#1","#5","#3","#2","#1","#3","#6","#2","#5","#4","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:46:29 pm CET","#6","#5","#2","#1","#3","#4","#1","#5","#3","#6","#4","#2","","","","Non-binary","Asexual","19-29",""
"2018/07/21 7:46:56 pm CET","#2","#3","#6","#4","#5","#1","#3","#2","#5","#1","#6","#4","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:47:00 pm CET","#3","#4","#6","#2","#5","#1","#3","#6","#4","#1","#2","#5","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:47:10 pm CET","#1","#4","#5","#3","#2","#6","#4","#1","#3","#2","#6","#5","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:48:15 pm CET","#5","#3","#2","#4","#1","#6","#3","#6","#2","#4","#1","#5","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:49:31 pm CET","#5","#6","#2","#4","#3","#1","#1","#2","#6","#3","#5","#4","","","","Male","Homosexual","15-18",""
"2018/07/21 7:49:35 pm CET","#4","#2","#1","#5","#3","#6","#3","#4","#1","#2","#5","#6","","","","Male","Bisexual","19-29",""
"2018/07/21 7:49:44 pm CET","#6","#4","#1","#2","#3","#5","#4","#2","#6","#1","#5","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:50:04 pm CET","#6","#5","#1","#4","#2","#3","#4","#1","#6","#3","#5","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:50:11 pm CET","#4","#2","#1","#6","#5","#3","#2","#5","#6","#4","#3","#1","","","","Female","Bisexual","19-29",""
"2018/07/21 7:51:02 pm CET","#2","#5","#6","#1","#3","#4","#1","#3","#2","#4","#6","#5","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:51:07 pm CET","#3","#1","#5","#2","#4","#6","#6","#2","#4","#1","#5","#3","","","","Male","Heterosexual","30-39",""
"2018/07/21 7:53:17 pm CET","#2","#1","#5","#4","#3","#6","#5","#3","#1","#4","#6","#2","","","","Female","Heterosexual","30-39",""
"2018/07/21 7:53:41 pm CET","#5","#4","#3","#6","#2","#1","#3","#6","#2","#5","#4","#1","","","","Female","Bisexual","15-18",""
"2018/07/21 7:53:47 pm CET","#3","#5","#1","#6","#2","#4","#2","#1","#6","#3","#4","#5","","","","Female","Heterosexual","19-29",""
"2018/07/21 7:54:51 pm CET","#5","#4","#1","#2","#3","#6","#4","#5","#6","#3","#2","#1","","","","Female","Heterosexual","30-39",""
"2018/07/21 7:55:09 pm CET","#5","#3","#1","#2","#6","#4","#2","#4","#6","#1","#5","#3","","","","Male","Heterosexual","30-39",""
"2018/07/21 7:55:15 pm CET","#5","#6","#1","#4","#3","#2","#3","#2","#6","#5","#1","#4","","","","Male","Homosexual","30-39",""
"2018/07/21 7:55:16 pm CET","#2","#3","#1","#6","#4","#5","#6","#5","#4","#1","#2","#3","","","","Female","Bisexual","30-39",""
"2018/07/21 7:55:36 pm CET","#4","#1","#2","#3","#5","#6","#2","#6","#3","#1","#5","#4","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:57:35 pm CET","#5","#3","#4","#1","#2","#6","#5","#4","#6","#1","#3","#2","","","","Female","Heterosexual","30-39",""
"2018/07/21 7:58:07 pm CET","#6","#2","#3","#5","#1","#4","#2","#3","#4","#1","#5","#6","","","","Male","Heterosexual","19-29",""
"2018/07/21 7:58:35 pm CET","#6","#3","#1","#4","#5","#2","#2","#4","#6","#1","#5","#3","","","","Male","Bisexual","19-29",""
"2018/07/21 7:59:19 pm CET","#4","#6","#3","#2","#5","#1","#1","#4","#3","#6","#5","#2","","","","Female","Bisexual","19-29",""
"2018/07/21 7:59:23 pm CET","#5","#1","#2","#6","#3","#4","#4","#1","#5","#2","#3","#6","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:00:03 pm CET","#5","#1","#2","#4","#3","#6","#5","#2","#6","#1","#4","#3","","","","Female","Bisexual","30-39",""
"2018/07/21 8:00:13 pm CET","#1","#2","#3","#4","#5","#6","#2","#1","#5","#4","#6","#3","","","","Male","","",""
"2018/07/21 8:00:38 pm CET","#4","#2","#1","#6","#5","#3","#6","#5","#2","#3","#4","#1","","","","Female","Heterosexual","30-39",""
"2018/07/21 8:01:23 pm CET","#6","#4","#1","#2","#3","#5","#2","#4","#6","#1","#5","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:01:23 pm CET","#5","#6","#4","#2","#1","#3","#4","#1","#3","#2","#5","#6","","","","Female","","19-29",""
"2018/07/21 8:02:43 pm CET","#3","#1","#2","#6","#5","#4","#5","#3","#2","#4","#6","#1","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:02:50 pm CET","#5","#6","#3","#4","#2","#1","#2","#5","#1","#3","#6","#4","","","","Male","Heterosexual","30-39",""
"2018/07/21 8:03:16 pm CET","#3","#6","#2","#4","#5","#1","#4","#1","#6","#2","#3","#5","","","","Male","Homosexual","19-29",""
"2018/07/21 8:04:06 pm CET","#1","#5","#3","#4","#2","#6","#3","#5","#2","#4","#6","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:04:56 pm CET","#1","#3","#6","#2","#5","#4","#1","#2","#3","#4","#6","#5","","","","Male","Homosexual","19-29",""
"2018/07/21 8:05:22 pm CET","#2","#1","#5","#3","#4","#6","#3","#2","#6","#4","#1","#5","","","","Female","Homosexual","19-29",""
"2018/07/21 8:05:58 pm CET","#5","#1","#3","#4","#2","#6","#3","#1","#6","#2","#4","#5","","","","Male","Heterosexual","40-49",""
"2018/07/21 8:06:03 pm CET","#6","#3","#4","#1","#2","#5","#3","#4","#2","#1","#6","#5","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:07:09 pm CET","#3","#1","#2","#4","#5","#6","#4","#2","#6","#1","#5","#3","","","","Female","Bisexual","30-39",""
"2018/07/21 8:07:25 pm CET","#2","#3","#6","#4","#1","#5","#2","#5","#6","#1","#3","#4","","","","Female","Biromantic Asexual","19-29",""
"2018/07/21 8:07:53 pm CET","#6","#3","#4","#5","#2","#1","#1","#6","#4","#3","#5","#2","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:08:20 pm CET","#5","#2","#6","#3","#1","#4","#1","#4","#5","#2","#3","#6","","","","Female","Heterosexual","15-18",""
"2018/07/21 8:08:20 pm CET","#1","#3","#5","#4","#2","#6","#2","#4","#6","#3","#5","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:08:40 pm CET","#4","#5","#2","#3","#1","#6","#4","#5","#3","#1","#6","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:08:48 pm CET","#6","#3","#5","#4","#2","#1","#3","#1","#2","#4","#6","#5","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:09:27 pm CET","#6","#4","#1","#3","#5","#2","#1","#3","#2","#5","#6","#4","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:09:27 pm CET","#6","#2","#3","#4","#5","#1","#5","#2","#3","#4","#6","#1","","","","Female","Pansexual","15-18",""
"2018/07/21 8:09:29 pm CET","#3","#6","#2","#5","#4","#1","#4","#3","#5","#2","#6","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:09:35 pm CET","#6","#3","#1","#5","#4","#2","#2","#5","#6","#3","#1","#4","","","","Female","Asexual","15-18",""
"2018/07/21 8:09:57 pm CET","#2","#3","#4","#5","#1","#6","#3","#6","#2","#1","#5","#4","","","","Male","Heterosexual","30-39",""
"2018/07/21 8:10:16 pm CET","#4","#5","#3","#2","#1","#6","#4","#3","#6","#2","#1","#5","","","","Prefer not to say","Bisexual","19-29",""
"2018/07/21 8:10:37 pm CET","#6","#1","#4","#5","#3","#2","#5","#2","#6","#1","#3","#4","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:13:48 pm CET","#3","#4","#5","#6","#2","#1","#1","#6","#5","#2","#3","#4","","","","Male","Bisexual","15-18",""
"2018/07/21 8:14:44 pm CET","#4","#3","#6","#2","#1","#5","#2","#3","#5","#1","#4","#6","","","","Female","Asexual","19-29",""
"2018/07/21 8:15:06 pm CET","#3","#2","#4","#1","#5","#6","#3","#5","#4","#1","#6","#2","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:15:12 pm CET","#6","#2","#4","#3","#1","#5","#6","#2","#4","#1","#5","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:15:25 pm CET","#4","#2","#5","#1","#6","#3","#4","#5","#3","#1","#6","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:15:47 pm CET","#1","#6","#5","#2","#3","#4","#2","#1","#5","#4","#3","#6","","","","Non-binary","Queer","19-29",""
"2018/07/21 8:16:15 pm CET","#1","#3","#5","#2","#4","#6","#6","#3","#2","#4","#5","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:16:20 pm CET","#3","#6","#5","#2","#1","#4","#4","#1","#6","#3","#2","#5","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:16:40 pm CET","#2","#1","#3","#4","#5","#6","#3","#2","#5","#6","#1","#4","","","","Female","Bisexual","19-29",""
"2018/07/21 8:16:45 pm CET","#6","#5","#2","#4","#3","#1","#4","#1","#5","#3","#6","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:17:08 pm CET","#5","#2","#1","#4","#3","#6","#2","#5","#6","#3","#1","#4","","","","Female","Bisexual","19-29",""
"2018/07/21 8:17:19 pm CET","#3","#5","#2","#1","#4","#6","#1","#4","#5","#3","#6","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:17:20 pm CET","#1","#3","#4","#5","#2","#6","#3","#5","#1","#4","#2","#6","","","","Female","Bisexual","19-29",""
"2018/07/21 8:17:31 pm CET","#4","#2","#1","#3","#5","#6","#4","#1","#6","#2","#5","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:18:20 pm CET","#5","#3","#1","#2","#4","#6","#4","#1","#5","#2","#6","#3","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:18:23 pm CET","#3","#6","#5","#4","#2","#1","#3","#1","#6","#2","#5","#4","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:18:57 pm CET","#4","#2","#5","#6","#1","#3","#3","#6","#4","#1","#5","#2","","","","Female","Bisexual","19-29",""
"2018/07/21 8:19:12 pm CET","#5","#2","#6","#3","#1","#4","#1","#6","#4","#2","#5","#3","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:19:15 pm CET","#6","#3","#4","#5","#2","#1","#3","#2","#1","#4","#5","#6","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:19:15 pm CET","#5","#2","#1","#4","#3","#6","#2","#5","#6","#1","#3","#4","","","","Male","Bisexual","15-18",""
"2018/07/21 8:19:27 pm CET","#4","#3","#1","#2","#5","#6","#6","#4","#2","#1","#5","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:19:33 pm CET","#5","#4","#6","#2","#1","#3","#1","#5","#3","#4","#6","#2","","","","Male","Heterosexual","40-49",""
"2018/07/21 8:19:56 pm CET","#5","#1","#2","#3","#4","#6","#4","#6","#2","#1","#5","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:20:04 pm CET","#4","#2","#5","#1","#3","#6","#6","#4","#3","#1","#5","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:21:00 pm CET","#1","#3","#6","#2","#4","#5","#4","#5","#3","#2","#6","#1","","","","Male","Homosexual","19-29",""
"2018/07/21 8:21:03 pm CET","#6","#5","#1","#2","#4","#3","#3","#5","#6","#1","#4","#2","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:21:13 pm CET","#3","#2","#5","#4","#1","#6","#3","#4","#1","#2","#6","#5","","","","Female","","19-29",""
"2018/07/21 8:21:38 pm CET","#6","#2","#4","#5","#3","#1","#1","#2","#5","#3","#6","#4","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:21:38 pm CET","#4","#2","#1","#5","#6","#3","#5","#4","#1","#6","#2","#3","","","","Female","Homosexual","19-29",""
"2018/07/21 8:22:15 pm CET","#5","#1","#2","#4","#3","#6","#5","#4","#3","#2","#6","#1","","","","Female","Bisexual","40-49",""
"2018/07/21 8:22:30 pm CET","#6","#1","#2","#3","#4","#5","#4","#3","#6","#2","#1","#5","","","","Female","Heterosexual","40-49",""
"2018/07/21 8:23:35 pm CET","#3","#5","#4","#1","#2","#6","#3","#5","#1","#4","#6","#2","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:23:36 pm CET","#6","#3","#2","#4","#5","#1","#1","#6","#3","#2","#5","#4","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:23:43 pm CET","#2","#1","#6","#4","#5","#3","#4","#3","#6","#2","#5","#1","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:24:48 pm CET","#6","#5","#4","#3","#2","#1","#5","#6","#1","#3","#4","#2","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:25:15 pm CET","#4","#6","#5","#3","#2","#1","#2","#1","#6","#3","#5","#4","","","","Female","Asexual","19-29",""
"2018/07/21 8:25:34 pm CET","#5","#2","#4","#1","#3","#6","#4","#3","#2","#1","#5","#6","","","","Male","Heterosexual","40-49",""
"2018/07/21 8:25:55 pm CET","#3","#2","#5","#1","#4","#6","#1","#3","#2","#4","#6","#5","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:26:18 pm CET","#3","#5","#1","#4","#2","#6","#4","#5","#2","#1","#6","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:27:14 pm CET","#2","#3","#4","#5","#1","#6","#1","#5","#2","#3","#6","#4","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:27:36 pm CET","#3","#1","#6","#5","#2","#4","#4","#5","#2","#1","#6","#3","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:28:39 pm CET","#5","#6","#2","#1","#4","#3","#1","#4","#3","#2","#5","#6","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:28:43 pm CET","#5","#6","#3","#4","#1","#2","#4","#2","#1","#5","#6","#3","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:28:45 pm CET","#5","#6","#3","#4","#2","#1","#1","#2","#6","#3","#5","#4","","","","Female","pansexual","15-18",""
"2018/07/21 8:28:48 pm CET","#2","#5","#6","#4","#3","#1","#3","#2","#4","#1","#5","#6","","","","Male","Homosexual","19-29",""
"2018/07/21 8:29:02 pm CET","#2","#5","#3","#4","#6","#1","#6","#1","#3","#2","#4","#5","","","","Male","Homosexual","15-18",""
"2018/07/21 8:29:26 pm CET","#3","#2","#1","#4","#5","#6","#5","#6","#1","#3","#4","#2","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:29:43 pm CET","#1","#2","#3","#4","#5","#6","#4","#5","#6","#3","#2","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:29:48 pm CET","#4","#3","#5","#6","#1","#2","#3","#1","#4","#2","#6","#5","","","","Male","Heterosexual","14 or under",""
"2018/07/21 8:30:22 pm CET","#6","#1","#4","#3","#2","#5","#5","#4","#6","#3","#2","#1","","","","Female","Bisexual","19-29",""
"2018/07/21 8:30:26 pm CET","#3","#4","#6","#5","#1","#2","#4","#2","#1","#3","#6","#5","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:30:40 pm CET","#5","#3","#1","#2","#4","#6","#5","#6","#2","#3","#4","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:30:42 pm CET","#4","#5","#6","#2","#3","#1","#3","#4","#5","#1","#6","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:31:01 pm CET","#1","#5","#2","#6","#4","#3","#3","#4","#6","#2","#1","#5","","","","Female","Heterosexual","15-18",""
"2018/07/21 8:31:24 pm CET","#6","#3","#2","#1","#4","#5","#3","#5","#4","#2","#6","#1","","","","Female","Bisexual","15-18",""
"2018/07/21 8:31:27 pm CET","#3","#1","#2","#5","#4","#6","#5","#3","#6","#2","#4","#1","","","","Prefer not to say","Heterosexual","19-29",""
"2018/07/21 8:31:36 pm CET","#6","#1","#2","#4","#3","#5","#2","#1","#6","#5","#4","#3","","","","Female","Asexual","19-29",""
"2018/07/21 8:31:54 pm CET","#1","#6","#5","#3","#4","#2","#1","#4","#2","#3","#6","#5","","","","Prefer not to say","Bisexual","19-29",""
"2018/07/21 8:31:59 pm CET","#6","#4","#3","#5","#1","#2","#3","#5","#1","#2","#6","#4","","","","Male","Heterosexual","30-39",""
"2018/07/21 8:31:59 pm CET","#6","#5","#4","#3","#2","#1","#5","#4","#6","#1","#3","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:32:06 pm CET","#3","#1","#2","#5","#4","#6","#1","#2","#6","#5","#3","#4","","","","Female","Heterosexual","30-39",""
"2018/07/21 8:32:59 pm CET","#3","#1","#6","#4","#2","#5","#3","#2","#6","#1","#5","#4","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:33:03 pm CET","#6","#1","#3","#5","#2","#4","#3","#4","#6","#1","#2","#5","","","","Female","Heterosexual","30-39",""
"2018/07/21 8:33:23 pm CET","#3","#1","#2","#5","#4","#6","#5","#2","#6","#3","#4","#1","","","","Non-binary","Heterosexual","30-39",""
"2018/07/21 8:34:09 pm CET","#4","#2","#5","#6","#1","#3","#2","#6","#5","#1","#3","#4","","","","Female","Bisexual","19-29",""
"2018/07/21 8:34:30 pm CET","#3","#6","#4","#5","#2","#1","#3","#5","#6","#1","#4","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:35:14 pm CET","#5","#6","#4","#2","#1","#3","#6","#5","#1","#2","#3","#4","","","","Female","Bisexual","19-29",""
"2018/07/21 8:35:16 pm CET","#6","#5","#1","#4","#3","#2","#2","#5","#6","#4","#1","#3","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:35:25 pm CET","#1","#6","#3","#5","#2","#4","#3","#5","#6","#1","#4","#2","","","","Male","Bisexual","19-29",""
"2018/07/21 8:37:46 pm CET","#4","#5","#6","#3","#2","#1","#3","#1","#5","#4","#6","#2","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:38:18 pm CET","#3","#6","#2","#5","#4","#1","#1","#6","#4","#3","#5","#2","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:40:04 pm CET","#6","#1","#4","#5","#2","#3","#3","#2","#6","#5","#4","#1","","","","Female","Prefer not to say","19-29",""
"2018/07/21 8:40:16 pm CET","#3","#4","#1","#6","#2","#5","#4","#6","#2","#3","#5","#1","","","","Female","Bisexual","19-29",""
"2018/07/21 8:40:31 pm CET","#1","#5","#6","#3","#4","#2","#5","#1","#4","#2","#3","#6","","","","Male","Homosexual","19-29",""
"2018/07/21 8:41:20 pm CET","#4","#5","#3","#1","#2","#6","#2","#6","#1","#5","#4","#3","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:42:14 pm CET","#4","#2","#3","#6","#5","#1","#6","#5","#4","#2","#3","#1","","","","Female","Heterosexual","19-29",""
"2018/07/21 8:42:40 pm CET","#4","#5","#2","#3","#6","#1","#2","#6","#3","#1","#5","#4","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:42:44 pm CET","#2","#6","#3","#5","#4","#1","#4","#5","#6","#2","#3","#1","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:42:54 pm CET","#4","#2","#3","#6","#1","#5","#2","#5","#3","#1","#4","#6","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:43:03 pm CET","#5","#4","#1","#6","#2","#3","#1","#3","#5","#2","#6","#4","","","","Male","Heterosexual","15-18",""
"2018/07/21 8:43:40 pm CET","#6","#1","#5","#4","#2","#3","#3","#4","#6","#2","#1","#5","","","","Male","Heterosexual","19-29",""
"2018/07/21 8:43:53 pm CET","#2","#5","#4","#6","#1","#3","#4","#3","#6","#1","#5","#2","","","","Female","Heterosexual","15-18",""
